komentar,like,waktu,komentar_clean,sentimen
astaghfirullah 😭😭😭😭😭jahat banget ia itu orang usut sampe tuntas pak yallahhh semoga cepet sembuh ia bang yallah 😭😭😭😭,4,2026-03-13 18:52:36 UTC,astaghfirullah jahat banget orang usut sampe tuntas yallahhh semoga cepet sembuh bang yallah,positif
"astaghfirullah
semoga baik baik saja",4,2026-03-13 18:41:56 UTC,astaghfirullah semoga,positif
kdang bnar pun masih salah di mata orang lain 😬,4,2026-03-13 18:35:28 UTC,kdang bnar salah mata orang,netral
ya Allah,4,2026-03-13 18:29:01 UTC,ya allah,netral
yg jadi pertanyaan kenapa orang2 bisa dgn mudah mndapatkn air keras🥺,4,2026-03-13 18:28:21 UTC,yg orang dgn mudah mndapatkn air keras,netral
PLEASE LAH MOHON DENGAN AMAT SANGAT. AIR KERAS DILARANG DIJUAL BEBAS SIH.,4,2026-03-13 18:26:08 UTC,please mohon air keras dilarang dijual bebas sih,netral
"klo ada kejadian kaya gini, pertolongan pertama nya gmn ya?",4,2026-03-13 18:11:20 UTC,klo kejadian kaya gini pertolongan nya gmn ya,netral
waduh gimana ya kaa aku juga gatau,1,2026-03-13 21:07:52 UTC,gimana ya kaa gatau,netral
kuranf tau kak,1,2026-03-13 18:19:21 UTC,kuranf tau kak,netral
[Sticker] ,1,2026-03-13 18:27:08 UTC,sticker,netral
50 orang tercepat gw follback,4,2026-03-13 18:04:42 UTC,orang tercepat gw follback,netral
"oot bocil, jangan ganggu deh ah",2,2026-03-13 18:07:15 UTC,oot bocil ganggu deh ah,netral
gj,0,2026-03-13 18:08:33 UTC,gj,netral
apsi oot,0,2026-03-13 18:08:09 UTC,apsi oot,netral
makanya g betah di indo takut gw ada salah kata begini jadinya🥺,4,2026-03-13 18:03:12 UTC,g betah indo takut gw salah,netral
sebelum ke kuar negri juga search dulu mana negara damai yakali gw ke kamboja,0,2026-03-13 18:32:38 UTC,kuar negri search negara damai yakali gw kamboja,netral
lagian siapa juga yg mau ke luar negri taoi ke negara bermasalah aneh,0,2026-03-13 18:31:45 UTC,yg negri taoi negara bermasalah aneh,netral
"tp diluar lebi ngeri kak, lsg door..",0,2026-03-13 18:11:56 UTC,tp diluar lebi ngeri kak lsg door,netral
bersyukur bisa ga? noh di luar kek di Kamboja Brazil Meksiko mereka ga main air keras tapi senjata api sama mutilas*.,0,2026-03-13 18:11:04 UTC,bersyukur ga noh kek kamboja brazil meksiko ga main air keras senjata api mutilas,netral
yauda pindah aja jir kalo ga betah bnyak omong bgt,0,2026-03-13 18:10:53 UTC,yauda pindah aja jir kalo ga betah bnyak omong bgt,netral
angjay ramai,0,2026-03-13 18:31:17 UTC,angjay ramai,netral
lu pikir di luar indo aman ?,0,2026-03-13 18:10:08 UTC,lu pikir indo aman,netral
di mana mana juga sama aja,0,2026-03-13 18:07:11 UTC,aja,netral
kalau kyk gitu itu pertolongan pertama nya apa yaaa☹️,4,2026-03-13 17:54:50 UTC,kyk gitu pertolongan nya yaaa,netral
nitip kk,0,2026-03-13 18:00:26 UTC,nitip kk,netral
"besty jaga mulut jaga sikap tetaplah rendah hati jangan sekali kali sombong songong, jangan sampai ada dendam",4,2026-03-13 17:52:15 UTC,besty jaga mulut jaga sikap tetaplah rendah hati kali sombong songong dendam,netral
Ya allah kasian banget semoga pelaku segera di tangkap 🥺,4,2026-03-13 17:25:27 UTC,ya allah kasian banget semoga pelaku tangkap,positif
kenapa masih di jual bebas sih air keras itu heran deh,4,2026-03-13 17:23:13 UTC,jual bebas sih air keras heran deh,netral
Yuk Polisi Bisa Dong Nangkep. Masa Ga Bisa?,4,2026-03-13 17:21:59 UTC,yuk polisi nangkep ga,negatif
beliau sdg menyelidiki kasus KORUPSI apa?,4,2026-03-13 17:21:21 UTC,beliau sdg menyelidiki korupsi,negatif
"@𝒜:Korban adalah salah satu aktivis HAM kak, pernah menggrebek saat dpr rapat RUU TNI di Fairmont, sudah jelas ya seharusnya motif terjadinya penyiraman ini.",0,2026-03-13 19:41:51 UTC,korban salah aktivis ham kak menggrebek dpr rapat ruu tni fairmont ya motif penyiraman,netral
bahas the militerisasi klo g salah di podcast siapa itu,0,2026-03-13 18:18:54 UTC,bahas the militerisasi klo g salah podcast,netral
kok ada ya orang setega itu?,4,2026-03-13 17:14:07 UTC,ya orang setega,negatif
gmn dong,4,2026-03-13 17:12:21 UTC,gmn,netral
kalau Ng ketangkep keterlaluan,4,2026-03-13 17:09:26 UTC,ng ketangkep,netral
"gak akan ketangkep, itu korban seorang aktivis demo agustus, pelaku dibeking politikus atau aparat.",0,2026-03-13 17:28:42 UTC,gak ketangkep korban aktivis demo agustus pelaku dibeking politikus aparat,negatif
sblm2nya teRoRrrr blm terungkap???😳😳😳,0,2026-03-13 17:23:00 UTC,sblmnya terorrrr blm terungkap,netral
pasti sulit ketangkep bekingannya aparat,0,2026-03-13 17:33:31 UTC,sulit ketangkep bekingannya aparat,negatif
BNR juga bang,0,2026-03-13 17:34:06 UTC,bnr bang,netral
serem amat min,4,2026-03-13 17:06:31 UTC,serem min,netral
mau tanyak Berita terakhir apa yg dia unggah dan siapa narasumbernya? ini kan cuma alibi doang sih.,4,2026-03-13 17:03:28 UTC,tanyak berita yg unggah narasumbernya alibi doang sih,positif
"air kek gitu kok bs di jual bebas, udah bnyk mkn korban, miris bnget..",3,2026-03-15 22:03:04 UTC,air kek gitu bs jual bebas udah bnyk mkn korban miris bnget,netral
gak bisa baca?,0,2026-03-15 22:01:20 UTC,gak baca,netral
baca bang🙏,0,2026-03-15 22:00:47 UTC,baca bang,netral
Yaallah org” kok padah jahan banget nya padahal dia kn gk salah ap” nya😌,3,2026-03-15 21:55:46 UTC,yaallah org padah jahan banget nya kn gk salah ap nya,netral
mungkin ada msala pribadi,1,2026-03-15 21:56:52 UTC,msala pribadi,netral
mình t ng việt,3,2026-03-15 21:12:26 UTC,mnh t ng vit,netral
đây,1,2026-03-15 21:14:34 UTC,y,netral
Il s’est passé quoi même on comprend rien ?,3,2026-03-15 20:55:49 UTC,il sest pass quoi mme on comprend rien,netral
stopp normalisasikan jual air keras secara bebas😞,3,2026-03-15 20:33:30 UTC,stopp normalisasikan jual air keras bebas,netral
yaallah,3,2026-03-15 20:29:37 UTC,yaallah,netral
What happen,3,2026-03-15 19:57:06 UTC,what happen,netral
This case happened in Indonesia. A human rights activist who often speaks out about human rights and recently criticized the return of military influence in government was attacked with acid by “unknown people”. The attack happened when he had just returned home after being a guest on a podcast discussing the risks of increasing military power.,0,2026-03-15 20:00:22 UTC,this case happened in indonesia a human rights activist who often speaks out about human rights and recently criticized the return of military influence in government was attacked with acid by unknown people the attack happened when he had just returned home after being a guest on a podcast discussing the risks of increasing military power,netral
Thanks,0,2026-03-15 20:01:03 UTC,thanks,netral
Much welcome!,1,2026-03-15 20:11:09 UTC,much welcome,netral
wat happened?,3,2026-03-15 19:50:23 UTC,wat happened,netral
This case happened in Indonesia. A human rights activist who often speaks out about human rights and recently criticized the return of military influence in government was attacked with strong acid by “unknown people”. The attack happened when he had just returned home after being a guest on a podcast discussing the risks of increasing military power.,0,2026-03-15 20:03:12 UTC,this case happened in indonesia a human rights activist who often speaks out about human rights and recently criticized the return of military influence in government was attacked with strong acid by unknown people the attack happened when he had just returned home after being a guest on a podcast discussing the risks of increasing military power,netral
ohhh okay,0,2026-03-15 20:03:53 UTC,ohhh okay,netral
Much welcome!,0,2026-03-15 20:11:16 UTC,much welcome,netral
Astaghfirullah Ya ALLOH ENGKAU MAHA ADIL DAN TIDAK TIDUR.Tolong berikanlah keadilan yg seadil-adilnya pada pelaku dzolim. berikanlah kesembuhan korban,3,2026-03-15 18:59:30 UTC,astaghfirullah ya alloh engkau maha adil tidurtolong berikanlah keadilan yg seadiladilnya pelaku dzolim berikanlah kesembuhan korban,positif
[Sticker] Me trying so hard to read the comments,3,2026-03-15 18:46:54 UTC,sticker me trying so hard to read the comments,netral
This case happened in Indonesia. A human rights activist who often speaks out about human rights and recently criticized the return of military influence in government was attacked with strong acid by “unknown people”. The attack happened when he had just returned home after being a guest on a podcast discussing the risks of increasing military power.,1,2026-03-15 20:03:42 UTC,this case happened in indonesia a human rights activist who often speaks out about human rights and recently criticized the return of military influence in government was attacked with strong acid by unknown people the attack happened when he had just returned home after being a guest on a podcast discussing the risks of increasing military power,netral
Thank you,0,2026-03-15 20:22:40 UTC,thank you,netral
My pleasure!,0,2026-03-15 20:36:19 UTC,my pleasure,netral
ya Allah jauhkanlah keluarga kami dari musibah ini,3,2026-03-15 18:14:04 UTC,ya allah jauhkanlah keluarga musibah,netral
Can someone explain what happened in English please or in French ?,3,2026-03-15 17:28:36 UTC,can someone explain what happened in english please or in french,netral
doused with hard water,0,2026-03-15 17:32:44 UTC,doused with hard water,netral
"Topic: A human rights activist (KontraS activist) named Andrie Yunus was attacked with acid (air keras). 😟
Place and time: The incident happened on Thursday night (12 March 2026) at around 23:00 (11:00 PM) in the Salemba area of Jakarta.
Injuries: Andrie suffered burns covering about 24% of his body. 🏥
Current condition: He is being treated at RSCM Hospital, and the police are investigating who was behind the attack and the reason it was carried out.",0,2026-03-15 17:38:39 UTC,topic a human rights activist kontras activist named andrie yunus was attacked with acid air keras place and time the incident happened on thursday night march at around pm in the salemba area of jakarta injuries andrie suffered burns covering about of his body current condition he is being treated at rscm hospital and the police are investigating who was behind the attack and the reason it was carried out,netral
ya Allah semoga cepat sembuh,3,2026-03-15 16:27:32 UTC,ya allah semoga cepat sembuh,positif
konu ne,3,2026-03-15 15:41:05 UTC,konu ne,netral
What happened,3,2026-03-15 15:36:09 UTC,what happened,netral
What just happened?,3,2026-03-15 14:48:10 UTC,what just happened,netral
astaghfirullah,3,2026-03-15 14:49:41 UTC,astaghfirullah,netral
ya Allah sembuh kan lah ia,3,2026-03-15 13:56:35 UTC,ya allah sembuh,positif
pertolongan pertama kalo terkena air keras gimana ya,3,2026-03-15 13:04:32 UTC,pertolongan kalo terkena air keras gimana ya,netral
"aku rasa penjualan air keras itu harus dibatasin dan pembelinya harus org2 tertentu dg syarat
jadi tidak disalahgunakan begini",3,2026-03-15 12:58:00 UTC,penjualan air keras dibatasin pembelinya org dg syarat disalahgunakan,netral
up please :(,0,2026-03-15 13:00:36 UTC,up please,netral
no one is speaking English?,3,2026-03-15 12:55:32 UTC,no one is speaking english,netral
astaghfirullah,3,2026-03-15 12:48:15 UTC,astaghfirullah,netral
yakin diselidiki? kalian percaya?,3,2026-03-15 11:59:13 UTC,diselidiki percaya,netral
kok gua kesian liat nya yak🥺,3,2026-03-15 11:46:07 UTC,gua kesian liat nya yak,netral
kasihan bgtt.. yaAllah jauhkan aku dan keluargaku dari musibah seperti ini🤲🙏,3,2026-03-15 10:44:56 UTC,kasihan bgtt yaallah jauhkan keluargaku musibah,netral
"Tolonglah jangan diperjual belikan secara bebas air keras, kalo bisaa pembelian ditanya idetitas dan kegunaan, dan catatan identitas gituu, jadi kalo ada kejadian seperti ini bisa diusut dari beberapa pembeli.. aduhhh kasian sama abangnya, semoga segerah pulih.",3,2026-03-15 10:32:22 UTC,tolonglah diperjual belikan bebas air keras kalo bisaa pembelian idetitas kegunaan catatan identitas gituu kalo kejadian diusut pembeli aduhhh kasian abangnya semoga segerah pulih,positif
"biadab,, 😡😡",3,2026-03-15 10:23:34 UTC,biadab,negatif
Ya Allah lindungilah mereka ya Allah Aminn,3,2026-03-15 10:10:12 UTC,ya allah lindungilah ya allah aminn,positif
"mas ini yang nentang RUU TNI itu ya 🥺 semoga bisa dapat keadilan ya mas, terima kasih sudah berani suarakan untuk kepentingan rakyat.",3,2026-03-15 08:36:38 UTC,mas nentang ruu tni ya semoga keadilan ya mas terima kasih berani suarakan kepentingan rakyat,positif
"duh Gusti merinding akuh , lindungi orang orang baik Tuhan",3,2026-03-15 06:58:51 UTC,duh gusti merinding akuh lindungi orang orang tuhan,positif
"The text shown in the image refers to an acid attack that occurred in Indonesia.
The coordinator of the KontraS Workers Agency, Dimas Bagus Arya, asked law enforcement authorities to conduct a thorough investigation into the incident. He hopes that the police will be able to identify those responsible and determine the motive behind the acid attack.
“This incident must immediately receive broad attention from various parties, including law enforcement institutions and civil society. The police must carry out an investigation to uncover the perpetrators and the motive behind this attack. It should be remembered that throwing acid at a victim can cause serious injuries and even death,” Dimas said.",3,2026-03-15 06:54:57 UTC,the text shown in the image refers to an acid attack that occurred in indonesia the coordinator of the kontras workers agency dimas bagus arya asked law enforcement authorities to conduct a thorough investigation into the incident he hopes that the police will be able to identify those responsible and determine the motive behind the acid attack this incident must immediately receive broad attention from various parties including law enforcement institutions and civil society the police must carry out an investigation to uncover the perpetrators and the motive behind this attack it should be remembered that throwing acid at a victim can cause serious injuries and even death dimas said,netral
"thank u for the translation, I needed it",0,2026-03-15 07:55:37 UTC,thank u for the translation i needed it,netral
"semoga kita semua selalu dalam lindungan Allah, aamiin..",3,2026-03-15 05:31:18 UTC,semoga lindungan allah aamiin,positif
What happened?,3,2026-03-15 05:10:02 UTC,what happened,netral
puta madre nadie Abla en español,3,2026-03-15 05:09:12 UTC,puta madre nadie abla en espaol,netral
ya somos 4 consigamos un traductor vale madres,0,2026-03-15 05:23:24 UTC,ya somos consigamos un traductor vale madres,netral
ya somos dos keriendo saber que le pasó pero nadie habla español,0,2026-03-15 05:19:24 UTC,ya somos dos keriendo saber que le pas pero nadie habla espaol,netral
Somos 3 jajaj,0,2026-03-15 05:20:03 UTC,somos jajaj,netral
what happened,3,2026-03-15 04:47:40 UTC,what happened,netral
What happened?,3,2026-03-15 04:34:30 UTC,what happened,netral
Algún traductor me gusta el chisme,3,2026-03-15 04:34:27 UTC,algn traductor me gusta el chisme,netral
Jajaja,0,2026-03-15 04:36:54 UTC,jajaja,netral
alguen en español q explique q paso JAJJAA,3,2026-03-15 04:29:06 UTC,alguen en espaol q explique q paso jajjaa,netral
Don’t go down no English comments,3,2026-03-15 04:15:27 UTC,dont go down no english comments,netral
you guys should statrt using english or just have your own platform,3,2026-03-15 04:05:55 UTC,you guys should statrt using english or just have your own platform,netral
Fr coz we can’t even get a thing,0,2026-03-15 04:07:32 UTC,fr coz we cant even get a thing,netral
I need an english translator please,3,2026-03-15 02:39:50 UTC,i need an english translator please,netral
